text,immoral
다리유저 혈압상승으로 죽이는법:겜 불리해서 어거지로 궁막타 먹어서 최후의 발악으로 역전 노리는데 아군 파이크새끼가 궁으로 킬딸 친다음에 뒤져서 궁막타도못하고 그대로 점사당해서 전멸후 서렌,
이 씹새끼는 언제까지 1티어냐 롤 벨패팀들은 이새끼 E 사거리랑 궁딜 AD로 좀 쳐 바꿔라 제발; 뭐 이딴 사기챔을 아직까지도 너프 안하고 있음/?,
다리 원챔인데 다리 선픽 나왔을때 팁 주자면 점화들고 오른 하셈 시작템은 천갑옷에 포션4개로 시작하고 덤불조끼 나올때 까지 큐짤만 하면 이새끼 아주 좋아죽음 덤불조끼 나온 뒤로도 미니언 먹을때 큐짤로 피빼주다가 큐 빠지면 더블유 강화평타 이로 빠지고 반복하다보면 뒤져있음,
한대 때릴때마다 칼이 하나씩 생기는 놈인데 5대때리는데 성공하면 엑조디아가 나와서 모든 챔들을 찢어버릴수 있음,
기준은 18레벨 패시브 풀스택 공격력 230정복자 풀스택 공격력 32.4 기본공격력 149트포 공격력 상승 26.8그렇다 트포 하나 올린 다리우스의 풀스택 공격력은 438이다,
이걸로 ㅈ날먹이나 하고 가오쳐잡는게 ㄹㅇ m이 없어보임ㅋㅋ,
일겜에서 탱커 상대로 얘만나면 진짜 개좆같더라체력 올리면 e 방깎에다 깡 공격력에 녹아슬로우 빨리 풀려고 헤르메스 올리면 코어 늦어지고 방어력 부족해서 찢겨방템 두르면 궁극기에 찢겨게다가 시발 뭔 도끼날에 쳐맞았다고 지 피는 왜 차는 거임그럼 시발 가렌은 돌때마다 풀피되던가 이새끼는 시발 남들은 한번에 못가지는 스탯을 다가지고 있음미친 깡공격력 + 미친 공격력 증가 + 점화보다 쎈 출혈 + 미친 피흡 + 미친 둔화  + 브루저 주제에 그랩 + 애**미 뒤진 트루뎀그럼 시발 거리 안주면 되지 않냐고 ?시발 빛망 유체화랑 점멸로 억지 킬각 만드는 새끼인데 ?,
스간: 전공필수효맹: 심화전공,
"다리우스 너프안1.잭스처럼 유지력, 전투지속력 고자로 만들기기본체젠, 체급 하향, Q피흡 삭제2. 가렌처럼 접근 고자로 만들기W슬로우 대폭하향, 그랩 딜레이 증가(모데그랩처럼)3. 딜량 줄이기패시브 공격력증가 너프, 궁쿨 초기화 삭제, 패시브 도트딜 삭제ㄹㅇ 이것중 하나만 해줘도 한결 살겠네지금은 레넥급 라인전에 잭스급 맞딜에볼베급 피흡에 없는게 뭐야패시브에 점화까지 달고있어",
얘 왜 1등임그걸 몰라서 처묻나,
"얘 패시브 사실상 6개임1. 다리우스가 평타와 스킬을 적중 시킬 떄마다 출혈을 일으킵니다 = 사실 뇌출혈 입니다2. 최대 중첩 시 다리우스가 분노해 공격력이 ""대폭""상승합니다 = 너무 화나3. W로 적을 처치할 시 W의 마나와 쿨타임 반을 돌려 받습니다 = 마나챔인데 마나 부족할 거 같아서 히4. 일반 스킬에 방어력 관통 최대 35퍼까지 줄 겁니다 = 이제 암살도 할 수 있어요 :)5. 궁극기로 상대를 처치할 시 쿨타임을 초기화해주고 대신 제한 시간을 주지만궁 만렙찍으면 마나 소비 없이 궁극기를 그냥 ""초기화""시킬 겁니다 = 쌤 옆에 가렌 울어요6. 허자먼 5스택 찍기도 어려울 테니까 궁극기로 막타 치면 풀 스택되게 해줄 거에요 = 스킬 설명에는 안 써줄 겁니다 :|그리고 궁극기는 5스텍일 때 데미지 올라가요! 고정데미지에요!!이게ㅋㅋㅋㅋㅋㅋㅋㅋ 발ㅋㅋㅋㅋㅋㅋ솔직히 그랩에 슬로우까지 붙이는 건 너무한 거 아니냐? W에 90퍼 둔화도 넣었는데??",
다리패시브너프하라고 하는데그러면얘 존재가치가 사라짐근데나는 얘가존재하지 않았으면 좋겠음,
가끔 탐켄치 워윅 트런들은 초반에 얘 딸 수 있다는 애들 있는데개소리임아무리 딜교를 잘해놔도 다리가 따라오면서 평타치면 트런들이고 뭐고 다 뒤짐그리고 딜은 AD 캐리급으로 뽑아내는 놈이 피흡이 있는게 말이 되냐?볼베가 비슷한 경운데볼베는 빌드마다 하자가 있어서 피흡 있는게 정상임방관도 말이 안되는게애초에 딜이 ㅈ사기라서 방관 없이도 충분히 위협적인데 방관을 빵테급으로 달아놓는게 말이 되냐?젤 말이 안되는건 패시브랑 궁임일단 패시브 도트댐만 해도 이딴 ㅈ사기한테는 충분히 쎈데다섯대 때리면 1000원어치 딜템이 생긴다? 개에바지 이건궁은 딜 자체는 조건이 다른 가렌 궁이라고 보면되는데쿨 초기화가 되는게 문제임궁쿨 초기화 때문에 3대1로 덤벼도 패시브 켜지면 다 즉사임이딴게 챔피언?,
이 새낀 안 뒤짐?,
까도까도 개사기인 양파같은놈,
오공 버프된다 기대하고 있어라,
공격력 붙어 있는 템은 오직 발분만 간 새끼가 궁으로 고정딜 1164가 쳐 들어오는게 말이 되냐?,
다리우스 너프없이 관짝보내는법유체화 삭제꾸역꾸역 힐이나 보호막에 가렌마냥 이속템 둘둘 두를듯,
다리우스는 초반에 강하나 후반에는 강하기 때문에 이때를 노려서 역전하면 됩니다,
게임에서 공포를 느낀건 얘가 처음임,
이새끼 출시일은 5월 23일이다...설마..?,
4스택만 딜교하고 빼라는것도 말이 안되는게 w둔화랑 e때문에빼고 싶어도 못뺌,
다슬람 신도로써 w를 속박으로 바꿔야한다 생각합니다진심이라면 지금 당장 부엉이바위에서 운지하도록.,
패시브 공격력 증가 초반에는 좀 낮게 하고출혈딜 줄이고Q피흡 줄이고E에 방관이랑 슬로우 삭제하고정복자랑 유체화 못들게하면 황밸임,
5스택궁 진짜 뎀이 예상이 안가네걍 대충 1300고정딜임,
라인전이 무슨 킹오파에서 오메라루갈이랑 1대1하는 쿄 하는거 같음,
탑 뉴비 분쇄기,
이새끼는 패시브 공격력 상승량을 줄이던지 q 피흡을 줄이던지 조치가 필요함 몇년동안 1티어에 군림인데 너프를 안때림 ㅋㅋㅋ 한타 안좋다는것도 개소리인게 유체화들고 상대진영 개박살 낼 수 있는 미친새끼라 좆같음 유일한 단점은 유체화 없는 동안 개뚜벅이라는건데 그마저도 아이템으로 극복가능함 그냥 개씨발련임,
(이겨야한다) 따닥 딱 따다닥 eqwr 퍽 퍽 퍽 퍽다리우스: q e 평 평 평 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
경험치는 먹자 개새끼야,
이 새끼 세트랑 반반 구도라면서 사실상 라인킬 확률 6:4 수준인 거 보면 개십사기 된거지 ㅋㅋㅋㅋㅋ,
다리우스 하는 새끼들 특 가오 ㅈㄴ잡음,
이젠 팁창에 무지성 억까랑 억빠만 남았네,
유체화 조정 때매 라인전을 눈에 띄게 좋아졌는데 한타에선 기동력이 좀 딸리는듯,
쎄긴함,
다리 유저들도 다슬람을 이해하지못함,
다리우스 사기고 ㅈ사기고 날먹인데너무재밌음,
얘를 시작 탑챔으로 줬으면 안됬음애들이 ㅈ사기 날먹챔 쓰다가 아 나 개고수다 이러면서 딴챔  들고 0/8/2 찍음,
얘를 시작 탑챔으로 줬으면 안됬음애들이 ㅈ사기 날먹챔 쓰다가 아 나 개고수다 이러면서 딴챔  들고 0/8/2 찍음,
"2,3렙궁 데미지좀 너프해봐 너도나도 뚝배기 맞고 죽어뿌노 딴거 버프해",
"다리우스가 ㅈ같긴해도 탑에서 승차거부하는 이렐,세트같은것들보단 훨신낫다 정글입장에서",
다슬람 신도로써 w를 속박으로 바꿔야한다 생각합니다,
그냥 스킬맞추고 스펠쓰면 이기는 챔,
상대 다리우스 (0-4-0):  ㅡ유체화ㅡ우리 탑 (4-0-0): ㅋㅋㅋㅋㅋ 미친 놈인가-제압 되었습니다-,
귀요미 다리우스의 식단표! 아침 : 마카롱  점심 : 마라탕 저녁 : 로제떡볶이존나맛있음,
일겜에서 탱커 상대로 얘만나면 진짜 개좆같더라체력 올리면 e 방깎에다 깡 공격력에 녹아슬로우 빨리 풀려고 헤르메스 올리면 코어 늦어지고 방어력 부족해서 찢겨방템 두르면 궁극기에 찢겨게다가 시발 뭔 도끼날에 쳐맞았다고 지 피는 왜 차는 거임그럼 시발 가렌은 돌때마다 풀피되던가이새끼는 시발 남들은 한번에 못가지는 스탯을 다가지고 있음미친 깡공격력 + 미친 공격력 증가 + 점화보다 쎈 출혈 + 미친 피흡 + 미친 둔화 + 브루저 주제에 그랩 + 애**미 뒤진 트루뎀그럼 시발 거리 안주면 되지 않냐고 ?시발 빛망 유체화랑 점멸로 억지 킬각 만드는 새끼인데 ?그... 애초에 다리우스는 안티 탱커라 탱커로 다리우스한테 이기려고 하는 것 자체가 이상한 겁니다. 그리고 해보면 알겠지만 상대가 탱템 덕지덕지 바르면 5스텍 쌓기 전에는 딜 그렇게 많이 안 박혀요. 블클이 나오지 않는 이상. 거리 안 주면 다리우스는 어지간해서는 킬각 잡기 어려워요. 얘가 카밀이나 이렐처럼 이동기로 갑자기 들어오는 것도 아니고 상대방이랑 근접하는 수단이 사거리 짧은 E 하나 뿐인데 라인 민 상태가 아닌 이상 E에 끌려도 어지간하면 킬각이 안 나옵니다. 그리고 어떤 탱커 챔프를 하는지는 모르겠는데 어지간한 탱커 챔프들 상대로 템 나온 후부터는 풀피 킬각이 안 나옵니다. 상대 포탑까지 라인박아놓고 대주는 게 아닌 이상 잡기 어려워요. 미친 깡공격력 + 미친 공격력 증가 + 점화보다 쎈 출혈 + 미친 피흡 + 미친 둔화 + 브루저 주제에 그랩 + 애**미 뒤진 트루뎀 그리고 이거는 아트록스랑 모데만 봐도 고정뎀 제외 다 갖고 있습니다만... 다리우스가 좋은 챔프인 거는 맞지만 뭔짓을 해도 못 이기는 압도적 강챔은 아닙니다.,
발분-망자-대자연 보통 템을 저렇게 가면 데미지가 약해야되는거 아니냐?이새끼는 온갖 유틸템을 다가도 딜로스가 없음그리고 E랑 W에 둘다 슬로우 붙어있는것도 ㄹㅇ양심이 디져버림,
5스택 전에는 솔직히 다른 브루저보다 약하긴 한데 5스택 쌓고나면 모자른 딜 다 찍어누르고도 남음 ㅋㅋ,
신지드로 다리만나면 항상 ㅈㄴ못하는다리더라,
""" 몇몇 다리장인들 찐 다이아한테 보여주면 얘 다마에있을 실력아니라함; ""다딱이들한테 몇몇 다리 장인 보여주고 그 다딱이들이 얘 다마에 있을 실력이 아니다 라고 평론질 하는게 본인들은 다이아 탈출도 못하는 입장에서 무슨 의미가 있는거임? 그냥 궁금해서",
다리나오면 갱플갈기면 됨 쉽고 라인전 그냥 이김,
나르로 은근 할만하던데 미니나르땐 q둔화랑 w이속증가로 q못맞추게하고 상대 e끌면 걍 우리미니언에 e써서 빼고 메가나르땐 w맞추고 빼고 유체화키면 궁써서 븅신만들고원래 카운턴가,
그냥 e에 붙어있는 슬로우 삭제랑 궁극기 고정딜은 5스택 됐을때만 발동으로 해주기만 해도 좋을텐데 이거라도 해주면 안되냐??,
이새끼랑 사일 피오라 이렐 피흡원리가 존나 궁금함,
다슬람들이 하는소리가다리는 상대법이 명확해서 저티어에서만 사기고 고티어에선 벌레니까 버프해야 한다 뭐 이딴소린데그럼 가렌이나 워윅같은 애들은?가렌 워윅 둘다 탑 갈수 있는 챔인데얘네는 진짜 상대법 명확해서 그마 승률 45퍼 안넘음근데 그마 승률이 53퍼인 챔이 고티어 갈수록 벌레픽이라 버프해야 한다고? 미쳤나상대법 명확하고 한타 안좋은게 버프이유면 가렌 워윅 이런애들이 버프가 더 시급한데 뭔 다리 버프같은 소리임? 진짜 미쳤나 다슬람들,
발분에 5스택 묻는거 상상하니까 ㅈㄴ 끔찍하다,
얘 유일한 단점이 이속인데 그걸 유체화랑 스킬에 자잘하게 붙어있는 슬로우때문에 단점이 거의 안느껴짐 심지어 브루저 주제에 고정데미지가 있는 연속처형기가 왜 있는거임? 왜?어째서 라인전도 쎄고 한타가서도 걍 발분하나 띡 가고 탱템으로 둘렀는데 왜 딜이 나오는거임?,
다리 모1이면서 카밀 팁창와서 카밀 사기챔이라고 하는 개씹새끼 찾으러 왔습니다,
근데 레넥 뽀삐 년보단 다리가 나음,
툭툭다리우스: 이 ^^ㅣ바ㄹ 새끼야아군이 당했습니다.,
얘 요즘은 빛의망토 잘 안듦?,
예전에는 밴할거 생각 안 나면 다리밴했는데,
"다리우스 너프없이 관짝보내는법  유체화 삭제  꾸역꾸역 힐이나 보호막에 가렌마냥 이속템 둘둘 두를듯패치 내역유체화 : 볼리베어, 트린다미어를 비롯한 일부 전사들의 성능을 하향하기 위해 유체화가 삭제되었습니다다리우스패시브 과다출혈- 출혈 중인 적을 향해 이동할 때 이동 속도가 출혈 스택에 비례해 50%까지 증가합니다.Q 학살- 체력 회복이 최대 체력 비례로 바뀌었으며 이제 도끼 자루범위에도 적용됩니다.W 마비의 일격-강화된 기본 공격 사거리가 75 증가합니다.E 포획- 다리우스 뒤로 적을 당겨올 수 있습니다.R 녹서스의 단두대-이 스킬로 적 처치 시 다리우스가 힘을 얻어 녹서스의 힘 효과가 지속되는 동안 받는 피해가 20% 감소하며 50의 이동 속도와 10%의 생명력 흡수를 얻습니다.",
반역왕 다리우스:왕을 처단하면 세상이 바뀐다..신이라고 우기는 폭군을 처단하면 모든게 바뀌지...니가 폭군이니까 너만 뒤지면 되겠네,
이새끼 만날때마다 걍 ㅈ같음,
"이 친구를 리워크 전 부터 햇던 유저로서 느낀게 얘는 상대 탑솔러들이 발악이나 대처법으로 난입.점화등 이런거들면서 다리우스 상대할때 정성들여서 라인전 이길려고 함하지만 그런거 들어도 스킬 배분, 거리 조절 실패 한다? 바로 유체화 점멸로 상대 탑 뚝빼기 깨는 맛을 느낌 이런게 다리우스의 장점이자 라인전 사기인 점을 느낄수있음",
대적할자없는 이 힘이 대사뜨면 걍 죽었다보는거야.,
이새끼 극ad 가면 1200이였나 그랬는데 ㅈㄴ 웃김 ㅋㅋ,
마오 말파 오른 이런애들 떡상하면 일라오이도 떡상함,
버프없엇는데 티어가 더 올랏노,
"탑챔 장인들이 항상 듣는말""다리우스 어떻게 상대하나요?""미드챔 장인들이 항상 듣는말""제드 어떻게 상대하나요?""",
Q 점멸로 피하면 이길수도 있긴한데점멸없으니 다음턴에 따여서 딱히 의미가 있나싶다,
4스택까지만 딜교하고 뺄 수 있는애들은 4스택 전에 이미 피떡 되있음4스택까지 이기는 놈들은 개뚜벅이라 빼질 못함,
덩크,
얘 상대로 난입 좋음 둔화 저항에 이속 증가있어서 그랩타이밍에 빠져나갈수도 있고,
반역왕 쓰다가 질려서 결국 덩크왕으로 돌아왔다,
피오라 베인과 함께 팁뉴저 증오의 대상,
랭에서 얘 만나면 맞 유체화에 뼈방패 재바 들고 다리가 유체화 쓸 때마다 쓰셈후반보면서 버티려면 말파(집공이나 유성 모두 앵간)나 오른(컨되면 w로 e씹고 끌리면 e로 튀기 유체화 있음 더 쉬움)하거나 은근 콩서스나 점화 가렌같은것도 다리 상대로 괜찮작정하고 찢으려면 올랖이나 워윅하면 되고 컨 자신 있으면 잭스 피오라도 좋은듯다리를 무슨 챔으로도 못이기겠다고 하는애들은 베인이나 루시안같은거 들면 거리조절 못하고 따이니 그냥 빅토르나 애쉬같은 원거리로 속편하게 패셈너는 뼈방패 재바를 동시에 드냐?ㅋㅋㅋㅋ 애초에 점화 가렌으로 다리 상대하기 쉽다는거부터 병신인거 티난다 ㅋㅋㅋ,
얘가 진짜 불합리한게얘 상대로 쉽게 라인전 하려면원거리챔프를 해야함...그리고 아시다시피 탑이 원거리 꺼내면 탱정글 아닌 이상 높은 확률로 팀 밸런스 망함,
내 역사상 다리우스가 2티어 중상위권 정도 일 떄가 롤 밸런스 제일 잘 맞을 때임. 이새끼가 1티어인거는 일상이고 애가 3티어까지 떨어진다? 딱 두가지임. ㅈ노잼 탑 메타거나 더한 괴물들이 생겼거나...나피리?,
가렌과 다리우스의 단점 =  뚜벅이 특히 다리우스는 텔운영을 하기가 힘든편이기에 대회에서  더더욱 나오기 힘듦,
다리우스가 아트록스 마오카이 같은 챔보다 딜도 쎈데 왜 롤챔스엔 안나옴?? 브론즈3이라 잘 모름.가렌도 쎈데 안나오고,
내가 왜 퍼블따고 주도권 밀려야됨??,
아 워윅 시발,
다리우스 갱회피 : 갱부른놈 갱온놈 대가리 둘다 쪼개버림가붕이 갱회피 : W키고 처맞으면서 타워까지 걸어감,
이새낀 볼때마다 1티어네,
반역왕 샀을때:아 덩크왕 살걸....덩크왕 샀을때:아 반역왕 살걸....,
다리유전데일단 기본적으로 라인전이 강력해서 상대탑보다 우위인채로한타를 시작할수 있고그로 인해 기본적으로 단단함죽무뜨면 상대입장에서는 탱커때리는느낌그런데 패시브랑 깡딜이 뒤지게 셈궁극기 기본딜이 굉장하고레벨 올라갈때마다 패시브공뻥이 기하급수적으로 올라가버리고유체화덕에 제드급 아니면 도망도 힘들정도의 기동성점멸이 있으면 원딜 암살까지 노려볼수있으면서광역 그랩으로 한타역전도 꽤 나옴초반 패시브 성능이랑 궁딜을 조금 낮추면 황밸갈듯?,
트포선체스테락가면 존나쎔,
발분쇄 버프요? 졷됐다!,
브루전데 5스택만 쌓으면 ㅈㄴ 단단한 AD 캐리가 됨,
궁금한데 트린 사거리 버프처럼 이새끼 사거리 175에서 125로 너프되면 티어 어디까지 떨어질거같냐?,
만약 얘 기본이속 330으로너프하면 티어 어디까지떨어짐??,
유체화키고 평타5대만 때리면 킬각인데 뭔 장인챔임.,
상위티어에서 다리우스가 칼챔한테 지는 경우가 많은경우가 다리우스로 티어 올린애들은 다리가 만년솔랭 사기챔이라 자기 실력에 비해 티어가 대폭 뻥튀기되있음 이런말하면 안되지만 몇몇 다리장인들 찐 다이아한테 보여주면 얘 다마에있을 실력아니라함; 근데 리븐 그웬 카밀 이런걸로 티어올린애들은 순수하게 자기피지컬이 최소 그 티어 이상이니깐 점화들고 물플레 물다이아 다리우스 그냥 찢어버리는거임 ㅋㅋ스간은 어케 생각함? 딴챔도 잘하던데 스간은,
많은거 안바라니까 E스킬 슬로우만 좀 없애줘라 ㅅ발련들아,
에메랄드까지는 승률이 51이상으로 압도적 성능인데 다이아가니까 50인 무난하고 좋은챔으로 되었다가 마스터통계에선 개쓰레기로 나오네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
5스택 되버린순간 ㅈ됨을 못느끼는거면 걍 뒤져야 하는 챔,
다른 건 안 바라니깐 ㅈ같은 출혈딜좀 너프해라,
발분-망자-대자연보통 템을 저렇게 가면 데미지가 약해야되는거 아니냐?이새끼는 온갖 유틸템을 다가도 딜로스가 없음그리고 E랑 W에 둘다 슬로우 붙어있는것도 ㄹㅇ양심이 디져버림 그대신 절망적인 기동력이 있잖아요. 딜도 약한데 기동력도 약해서 쓰겠습니까? 까도 제대로 까든지 억까는 하지 말자구요. 그리고 탱커들은 탱템만 가도 딜이 나오는데 그건 어땋게 생각하시는지...,
"다리우스 라인전 카운터 목록 : 모든 원거리 챔프, 문도, 럼블, 요릭, 오공, 판테, 갱플, 일라오이 점화 들면 카운터 : 피오라, 트런들, 클레드, 모데",
저는 거리조절이 너무 어려워서 얘 못하겠어요..,
갱플의 강력한 패시브 도트뎀+트런들의 맞다이깡패 공격력증가+카밀의 광역 피흡 라클기+말파의 확정둔화+이렐의 미니언 처치 킬초+판테온의 패시브 방깎+세트의 즉발 그랩+가렌의 확정 고정 궁극기+마이의 궁극기 쿨 초기화=다리우스,
너프하라고 안할테니까 제발 이 챔프들고 징징대지나 마라,
근데 센거는 맞는데4데스 5데스 박아도 안망한다는건 그냥 킬먹고 제압골드 던져준다음 챔피언탓하는거아님?ㅋㅋ4데스 5데스면 아무리 못해도 렙차가 3레벨이상 날텐데,
사기는 맞는데 뭐라해야할까 ㅋㅋㅋ,
5스택궁 진짜 뎀이 예상이 안가네,
ㅈ같아서 로밍갈랍니다.무서워서 피하냐 더러워서 피하지,
솔직히 나도 탱유저지만 존나 재밌긴 해요,
이시발,
치속 점화 다리우스 성능은 모르겠고 당해보니까 존나 나쁨 씹새끼,
얜 상대할때 그라로 편한데 반반가다가 끌리면 e로 째고(유체화 켜면 걍 플궁쓰고 멀리 째자) 다리가 채굴할때 미니언 궁으로 날리고 e로 타워 킬각 볼 수 있음,
탑챔이름 검색하면 밑에 다리우스 상대법 무조건있더라 ㅋㅋㅋㅋㅋㅋ,
탱커들 1티어 장악하면 라인전 하다 졸겠네 ㅋㅋ,
근접 vs 근접은 걍 픽싸움 아니냐 굳이 다리아녀도 1킬먹으면 스노우볼링 잘 굴리는 챔프들이 1:1을 이기는 순간 경험치 디나이는 필연적으로 당할 수 밖에 없는 환경인건데 경치만 먹을 수 있으면 다행이지 리븐이나 잭스 레넥 같이 갱호응 좋은애들한테 잘못 걸려서 두번 죽은 순간 그대로 점수 자판기신세될 수 있는걸 대체 정상적인 환경이란게 뭐임 뭐 1킬따이면 그대로 게임 끝날 때까지 무한 솔킬 나야되는 그런거 바라나 ㅋㅋ,
개좇사기인데 이새끼랑 비슷한수준인애가 몇명 더 있음,
"패시브 트위치급으로 딜 낮추고 계수 ap로 바꾸고Q피흡 반토막내고W둔화 삭제하고E 둔화 삭제,방관 삭제하고궁 기본딜 20씩 낮추고사거리 125로 낮추면 밸런스 맞을듯",
다리우스 나만 개 ㅈ밥이냐?다리우스한테 라인전 져본 적이 없는데,
주챔이 다리고 뺏겼을때 걍 치속세트같은거 해서 이기기 개쉽던데 그리고 같은팀일때 탑에서 갱승하고 인장 펼치면 존나 멋있잖아 솔직히 ㅋㅋㅋ,
버프가 절실함,
상대가 원거리가 아니라는 전제하에 이거들고 라인전지거나 갱당하는 놈들은 븅sin임,
화나네정말 여기저기 팁창에 염병떨고 지가하는챔프 다리.세트 팁창엔 한없이관대한거 역겨우면 개추 ㅋㅋ,
근데 여기는 신기한 게 약코하는 사람이 컨셉충 빼면 아무도 없는 것 같은데 맨날 욕설이 난무하네. 뭐 누가 약코를 하니 뭐니 하는데 이전부터 다리우스 팁창에 약코는 찾아볼 수가 없는 수준이었는데 맨날 누구랑 싸우고 있는지 궁금함,
올라프보단 얘랑 워윅 트런들이 진심 상남자챔,
얘 왜 1등임,
랭에서 얘 만나면 맞 유체화에 뼈방패 재바 들고 다리가 유체화 쓸 때마다 쓰셈후반보면서 버티려면 말파(집공이나 유성 모두 앵간)나 오른(컨되면 w로 e씹고 끌리면 e로 튀기 유체화 있음 더 쉬움)하거나 은근 콩서스나 점화 가렌같은것도 다리 상대로 괜찮작정하고 찢으려면 올랖이나 워윅하면 되고 컨 자신 있으면 잭스 피오라도 좋은듯다리를 무슨 챔으로도 못이기겠다고 하는애들은 베인이나 루시안같은거 들면 거리조절 못하고 따이니 그냥 빅토르나 애쉬같은 원거리로 속편하게 패셈,
롤 피흡 3대장1. 사일러스2. 다리우스3. 아트록스,
"같은 팀이여도 다리가 갱승이고, 트리플 쿼드라 펜타해도 안 멋짐ㅋㅋ 그냥 역겨움 갱승 전문챔, 다슬람 빼고 모두가 인정하는(챌구간 제외) ㅈ 날먹챔이라 그냥 잘해도 역겹고 못 해도 쌘거보면 개역겹고ㅋㅋ 7렙인장 키는거 보면 찾아가서 뒤통수 한대 갈기고싶음",
여기애들은 뇌가 다 다리우스냐,
원딜 안해본 망나니들이걸로 딸깍 딸깍 하면서피지컬 호소하는거 역겹다 ㅋㅋ 딸깍 ~딸깍~,
마오 말파 오른 이색기들이 1티어될바에 다리우스가 1티어인게 나으면 개추 ㅋㅋ,
"다리우스는 딱 후픽용 1티어 챔프임. 워낙 상대법이 명확하고 카운터도 많은 편인 데다 한계가 명확해서 선픽용으로는 어울리지 않음. 이걸로 똥싸면 딜, 탱 둘 다 안 되는 쓰레기거든. 복구 잘 된다는 것도 장인들이 잘하는 거지 어지간해선 복구 힘든 편임. 5스텍을 쌓기 전에는 ㅈㄴ 약해서 성장 차이나면  쌓기 전에 뒤져서 못 이김. 얘가 요네 야소처럼 성장력이 좋은 것도 아니고 카타처럼 기동력이 좋아서 로밍을 간다거나 킬 캐치력이 좋은 것도 아니라 똥싸면 답 없음.  그래서 얘는 무조건 후픽해야 함. 카운터 빨도 많이 타는데 상대 조합빨도 ㅈㄴ 많이 타거든. 상대가 기동력 좋거나 팔 긴 애들이면 아무것도 못함. 대신 후픽했을 때 기준으로는 강한 라인전과 뛰어난 캐리력,롤 최강 맞다이를 바탕으로 한 스플릿 능력으로 게임 굴리기가 좋음. 대신 유의해야 할 게, 다리는 챔프 외적으로 중요한 게 많은 챔프임. 챔프 자체는 쉽지만 외적으로는 신경써야 할 게 많음. 유체화를 이용한 카이팅과 거리조절을 잘 해야하고 기동력이 절망적이기 때문에 스플릿할 때 맵리딩 잘하고 상대 동선 파악을 잘 해야 함. 한타 때도 은근 중요한 게 무지성으로 들어가면 생존기가 큐 하난데 이거 하나로는 탱커형 브루저치고 몸이 너무 약해서 그냥 사르르 녹아버림.  그래서 포지션을 잘 잡아야 함. 막 들어가는 게 아니라 상대 앞라인 들어오면 5스텍 쌓아주고 포지션 잘 잡아서 누킹 당하지 않게 한 다음에 상대 딜러를 노려야 함.  다리가 극탱템을 안 가는 이유가 얘는 애초에 앞라인이 아니라서 그런 거임. 딜탱 적절히 섞어서 포지션 잘 잡아야 한타 때 캐리할 수 있음. 개인적으로 다리한테 가장 중요한 건 '거리조절' 능력이라 생각함. 알다시피 이새끼 Q는 워낙 파훼법이 명확해서 그냥 써대면 피하기가 ㅈㄴ 쉬움. 그래서 거리조절이 ㅈㄴ 중요함. 아예 붙지도 않고 아예 빼지도 않으면서 적절히 조절하면서 유체화나 w, e로 큐 스킬 잘 맞춰가면서 해야 함. 다리가 이기기 힘든 챔프들도 유체화를 잘 활용해야 이길 수 있음. 무턱대고 맞다이 하다가는 극후반이 아닌 이상 이기기 어려움. 유체화랑 w로 거리조절 하면서 5스텍 유지하면서 싸우는 법을 익혀야 함. 이것만 잘한다면 카운터도 이길 수 있음. 물론 조합차이는 극복이 어려우니 되도록이면 후픽을 하도록 하자.",
비추먹고싶어서 팁 쓴다버프좀 해라 나중되면 유통기한 올텐데버스 ㅈㄴ 해서 밴율 100퍼 되어서 아무도 다리우스를 안하게 하면 되지 ㅋㅋㅋ,
다리 상대하기 쉽다고 느껴지면 그 다리가 걍 니보다 못하는거임,
상남자 전용 챔프,
다리우스하는데 정글 ㅈ같은 새끼들아 적당히 갱쳐와 씨발련들이 걍 정글삭제시켜라,
다리우스한테 지면 사람 맞나라인전 너무 약하고 버프가 절실한 챔피언한테,
여기있는 애들 절반은 다 엄살임 ㅋㅋ,
다리우스 이길거면 치고빠지는 레넥이나 치속세트하면Q피하기 쉬워서 쉽게 이기는데 불리한 야스오같은거 픽하고처발리고선 다리 씹사기~ 다슬람 죽어라~하면죽여버리고 싶음,
다리우스가 사기라는 애들은 롤 왜하는거냐 진짜 ㅋㅋㅋ 다리우스로 어느정도 티어까지가고 다리우스 안먹혀서 다른챔하게되는데,
씨발좆같은년,
이 팁창에서 이것만은 반드시 지켜주세요!!!Eq콤보가 아닌 qe라 적기.,
이새끼 작업실 롤체에서 나오면 행복사함 ㅋㅋ아우솔 자택에서 검거,
이새끼로 다리우스한테  갱 없이 지면 자살추천함,
진지하게 유지력말고 단점이 뭐임?,
제이스 노궁임 갱좀,
라1이엇 새기들아 이새기도 대회챔이다 사지절단해라-아펠유저-,
얘 후반가면 딜좀 나와서 제압 다처먹는거 ㅈ같으면 개추 ㅋㅋㅋ,
1. 포킹을 eq로한다 2. e평말고 평e를한다3. 캐논폼w활용을 안한다4. 맞을때 해머폼으로 안바꾼다 5. 드락간다우리팀제이스가 이러한행동을한다면 탄식하시고 상대팀제이스가 이러한행동을한다면 나이스를외치세요,
