,Publisher
9150,MacMillan UK
9151,MacMillan USA
9152,MacMillan of Canada
9153,MacMillan/McGraw-Hill School Division
9154,MacUnlimited
9155,Macdonald
9156,Macdonald  Co
9157,Macdonald Futura
9158,Macdonald Publishers
9159,Macdonald and Co
9160,Macdonald and Jane's
9161,Macfarlane Walter  Ross
9162,"Macfarlane, Walter  Ross"
9163,Mach/4 Press
9164,Mack Pub Co
9165,Mackinac Publishing
9166,Macmilian
9167,Macmillan
9168,Macmillan Australia
9169,Macmillan Canada
9170,Macmillan Canada Div Of Canada
9171,Macmillan Children's Books
9172,Macmillan Co. of Australia
9173,Macmillan Co. of Canada
9174,Macmillan Co. of India
9175,Macmillan Company of Canada
9176,Macmillan Computer Pub
9177,Macmillan Distribution
9178,Macmillan Education
9179,Macmillan Education Australia Pty Ltd
9180,Macmillan Educational Corp
9181,Macmillan General Books
9182,Macmillan General Reference
9183,Macmillan General* Reference
9184,Macmillan Mcgraw-hill
9185,Macmillan Of Canada
9186,Macmillan Press
9187,Macmillan Pub Co
9188,Macmillan Pub Ltd
9189,Macmillan Pub. Co
9190,Macmillan Publishing
9191,Macmillan Technical Publishing
9192,Macmillan Uk New
9193,Macmillan of Australia
9194,Macmillan of Canada
9195,"Macmillan, Pan Macmillan Australia"
9196,Macmillan- USA
9197,Macmillan/McGraw Hill School
9198,Macrae Smith Co
9199,Macro Books
9200,Macromedia Press
9201,Mad Dog Pub. Co.
9202,Mad Norwegian Press
9203,Mad River Press
9204,Made E-Z Products
9205,Made Ez Products
9206,Made Simple
9207,Made Simple Books
9208,Madeira Books
9209,Madere Enterprises
9210,Madhatter Pr
9211,Madinah Publishers and Distributors
9212,Madions Marketing
9213,Madison Books
9214,Madison Books/order Nbn
9215,Madison Marketing Limited
9216,Madison Marketing Ltd
9217,Madison Marketing Ltd.
9218,Madison Publishing Company
9219,Madrigal Press
9220,Madrona Pub
9221,Madwoman Press
9222,Maecenas Pr
9223,Maeva
9224,Magalhaes Scientific Press
9225,Mage Pub
9226,Mage Publishers
9227,MageSpell Press
9228,Magefire Book Publishing
9229,Magellan Press (TN)
9230,Magespell
9231,Magespell Press
9232,Magi Publications
9233,Magic Attic
9234,Magic Attic Press
9235,Magic Carpet Books
9236,Magic School Bus
9237,Magickal Childe Inc
9238,Magicom
9239,Magination Press
9240,Magisterio del Rio de la Plata
9241,Magna Books
9242,Magna Books Inc Remainder
9243,Magna Large Print Books
9244,Magnanimity
9245,Magnanimity House
9246,Magnanimity House Publishers
9247,Magnard
9248,Magnolia Editions
9249,Magnolia Hill Press
9250,Magnolia Publishing Co
9251,Magnum Books
9252,Magnum Photos Inc
9253,Maharishi Intl Univ Pr
9254,Mai Dive Guide
9255,Main Line Book Co
9256,Main Street
9257,Main Street Books
9258,Main Street Press
9259,Mainstay Church Resources
9260,Mainstream Pub
9261,Mainstream Publishing
9262,"Mainstream Publishing Company, Ltd."
9263,Mairie de Paris
9264,Maisonneuve  Larose
9265,Maizal
9266,Major Books
9267,Malcolm Lester Books
9268,Malhavoc Press
9269,Malibu Comics Entertainment
9270,Malibu Consulting International
9271,Malice Aforethought Press
9272,Malko
9273,Malko - GÃ?Â©rard de Villiers
9274,Mallery Press
9275,Mame Productions
9276,Mammal Talk Books
9277,Mammoth
9278,Mammoth Australia
9279,Mamre Press
9280,ManPocket
9281,Management Aspects
9282,Management Books 2000
9283,Management Graphics
9284,Management Information Source
9285,Manatee Books
9286,Manchester Univ Pr
9287,Manchester University Press
9288,Mandarin
9289,Mandarin Australia
9290,Mandarin Paperbacks(UK)
9291,Mandeville Press
9292,Mandrake of Oxford
9293,Manesse
9294,Manesse-Verlag
9295,Manga 18
9296,Mango jeunesse / Album Dada
9297,Manhattan Pub. Co.
9298,Manhattan by Goldmann
9299,Manic D Press
9300,Manifest Publications
9301,Manise
9302,Manitou Communications
9303,Manitowish River Press
9304,Mankind Pub. Co
9305,Mankind Publishing Company
9306,Manning Publications
9307,Manoa Press
9308,Manohar Publishers and Distributors
9309,Manor Books
9310,Manson  Gould Publishing Company
9311,Manteau
9312,Mantra Publishing
9313,Many Voices Pr
9314,Map
9315,Mapart Publishing
9316,Maple Tree Press
9317,Marabou Pub
9318,Marabout
9319,Marbo Enterprises
9320,Marboro Books
9321,Marcel Dekker
9322,Marcel Dekker Inc
9323,Marco Nardi
9324,Marcombo
9325,Marconi Communications
9326,Marcus Lucian Endicott
9327,Mardaga
9328,Mare's Nest
9329,Marebuchverlag
9330,Margaret K McElderry Books Simon  Schus
9331,Margaret K. McElderry
9332,Margaret K. McElderry Books
9333,Marguerite Jones Utley
9334,Marguerite Pr
9335,Marian Press
9336,Marian Wood Book
9337,Marietta Publishing Company
9338,Marietti
9339,Marilyn Hickey Ministries
9340,Mariner Books
9341,Marino
9342,Marino Books
9343,Marino Schechter Writings
9344,Marion Boyars
9345,Marion Boyars Publishers
9346,Marion Boyars Publishers Ltd
9347,Marion Koogler McNay Art Museum
9348,Marion Street Press
9349,Marion von SchrÃ?Â¶der Verlag
9350,Mariposa Printing  Publishing Co
9351,Maritext
9352,Mark Nevin
9353,Mark Pub
9354,Mark V Ziesing
9355,Mark V. Ziesing
9356,Market Movements
9357,Marketing Directions
9358,Marketing Science Inst
9359,Marketing Science Institute
9360,Marketplace Books/Traders Library
9361,Marks Pub Ltd
9362,Markus Wiener Pub
9363,Markus Wiener Publishers
9364,Marlboro Press
9365,Marlor Press Inc.
9366,Marlowe  Company
9367,Marlowe Company
9368,Marmarth Press
9369,Marnie Whillock Associates
9370,Mars Hill Pubns
9371,Marsh Creek Press
9372,Marsh Hawk Press
9373,MarshMedia
9374,Marshall Cavendish
9375,Marshall Cavendish Corp
9376,Marshall Cavendish Corporation
9377,Marshall Cavendish+corp
9378,Marshall Editions
9379,Marshall Pickering
9380,Marshalls
9381,Marsilio
9382,Marsilio Editori
9383,Marsilio Publishers
9384,Martello Books
9385,Martha Stewart Living
9386,Martin Brian and O'Keeffe
9387,Martin House Publications (MN)
9388,Martin Maasai Llc
9389,Martin Secker Warburg Ltd
9390,Martin-Verlag Berger
9391,Martinez Roca
9392,Martinez Roca S A Ediciones
9393,Martingale
9394,Martingale  Co Inc
9395,Martingale and Company
9396,Martins Fontes
9397,MartÃ­nez Roca
9398,Marvel Books
9399,Marvel Comics
9400,Marvel Entertainment Group
9401,Marvel Illustrated Books
9402,Marvin Books
9403,Marwalk Publications
9404,Mary Book / Prelude Pr
9405,Mary Books
9406,Mary C. Aubry Costello
9407,Mary Ellen Books
9408,Mary Kay
9409,Maryland Historical Trust Press
9410,Masada Pub
9411,MascarÃ³n
9412,Mashiyach Press
9413,Mason  Lipscomb
9414,Mason/Charter
9415,Mason/Doyle Press
9416,Masquerade Books
9417,Masquerade Books Inc
9418,Master Book Publishers
9419,Master Books
9420,Master Design
9421,Master Media Pub Corp
9422,Master Resource
9423,Master Teacher
9424,Mastermedia Limited
9425,Mastermedia Publishing Company
9426,"Masterpath, Incorporated"
9427,Masterworks Inc Pub
9428,Masthof Pr
9429,Matador
9430,Mateos Ediciones
9431,Math Solutions Publications
9432,Mathematical Assn of America
9433,Matrix Press
9434,"Mattel, Inc. through Grollier Books"
9435,Matthes und Seitz
9436,Matthew Bender  Co
9437,Matthias GrÃ¼newald-Verlag
9438,Matthias Media
9439,Matthias-GrÃ?Â¼newald-Verlag
9440,Matthias-GrÃ¼ndwald-Verlag
9441,Maul Brothers Pub
9442,Maul Brothers Pub.
9443,Maul Brothers Publishing
9444,Maun Lemke
9445,"Maupin House Publishing, Inc."
9446,Maurice Nadeau
9447,Maverick Books
9448,Maverick Books (TX)
9449,Maverick Pub. Co.
9450,Maverick Publications
9451,Maverick Publications (OR)
9452,Maverick Publishing Company
9453,Max Hueber Verlag
9454,Max Milo Ã?Â©ditions
9455,"Maxkol Communications, Inc."
9456,Maxway Data
9457,Maxwell Macmillan International
9458,Mayfield Pub. Co
9459,Mayfield Publishing Company
9460,Mayflower Books
9461,Mayflower Institute
9462,Mayflower Pr
9463,Mayfly Productions
9464,Mayhaven Pub
9465,Mayhaven Publishing
9466,Mayo Clinic
9467,Maypop Books
9468,Mazarine
9469,Mc-Graw Hill Ryerson Limited
9470,McAfee Pub
9471,McArthur  Co
9472,McArthur  Company
9473,McArthur Publishing
9474,McBooks Press
9475,McBride Pub
9476,McClain Printing Company
9477,McClanahan Book Company
9478,McClanahan Publishing House
9479,McCleery  Sons Publishing
9480,McClellan and Stewart
9481,McClelland  Stewart
9482,McClelland  Stewart Ltd
9483,McClelland and Stewart
9484,McClelland and Stewart-Bantam
9485,McCormack's Guides
9486,McCracken Press
9487,McCutchan Pub. Corp
9488,McDonald and Woodward Publishing Company
9489,McDougal Littell
9490,McDougal Publishing Company
9491,McFarland  Co Inc Pub
9492,McFarland  Company
9493,McGallen  Bolden Associates
9494,McGallen  Bolden Group
9495,McGill Queens Univ Pr
9496,McGill-Queen's University Press
9497,McGilligan Books
9498,McGraw Hill
9499,McGraw Hill (Tx)
9500,McGraw Hill - NTC
9501,McGraw Hill Book Co Ltd
9502,McGraw Hill Children's Pub
9503,McGraw Hill College
9504,McGraw Hill College Div
9505,McGraw Hill Osborne Media
9506,McGraw Hill Text
9507,McGraw Publishing Inc
9508,McGraw-Hill
9509,McGraw-Hill Academic Computing
9510,McGraw-Hill Book Co
9511,McGraw-Hill Book Co (Mm)
9512,McGraw-Hill Children's Pub
9513,McGraw-Hill Children's Publishing
9514,McGraw-Hill College
9515,McGraw-Hill Companies
9516,McGraw-Hill Education
9517,McGraw-Hill Education - Europe
9518,McGraw-Hill Health Professions Division
9519,McGraw-Hill Higher Education
9520,McGraw-Hill Humanities/Social Sciences/Langua
9521,McGraw-Hill Humanities/Social Sciences/Languages
9522,McGraw-Hill Interamericana
9523,McGraw-Hill Osborne Media
9524,McGraw-Hill Osborne Media McGraw-Hill Osborne
9525,McGraw-Hill Osborne Media.
9526,McGraw-Hill Primis Custom Publishing
9527,McGraw-Hill Professional
9528,McGraw-Hill Professional Publishing
9529,McGraw-Hill Publishing Co.
9530,McGraw-Hill Ryerson
9531,McGraw-Hill Ryerson Limited
9532,McGraw-Hill Ryerson Ltd
9533,McGraw-Hill Science/Engineering/Math
9534,McGraw-Hill Technology Education
9535,McGraw-Hill Trade
9536,McGraw-Hill/Appleton  Lange
9537,McGraw-Hill/Contemporary
9538,McGraw-Hill/Contemporary Books
9539,McGraw-Hill/Contemporary Distributed Products
9540,McGraw-Hill/Dushkin
9541,McGraw-Hill/Irwin
9542,McGraw-Hill/Spanish Imports
9543,McGraw-Hill/TAB Electronics
9544,McGregor Publishing
9545,McIlhenny Company
9546,McIlvaine
9547,McIndoe Publishers
9548,McKay
9549,McKenna Publishing Group
9550,McKissick Museum University of South Carolina
9551,McNally  Loftin Publishers
9552,McPhee Gribble
9553,McPhee Gribble Publishers
9554,McPhee Gribble/Pe
9555,McPherson
9556,McRoy  Blackburn
9557,McSweeney's
9558,McSweeney's Books
9559,McSweeneys Books
9560,McWhiney Foundation Press
9561,Mcclanahan Book+company
9562,Mcclelland  Stewart Ltd.
9563,Mcclelland Stewart Inc
9564,Mccormick Mathers Pub Co
9565,Mcgraw Hill Book Co
9566,Mcgraw-hill Inc
9567,Mcgraw-hill Ryerson Ltd(canada
9568,Mcphee Gribble Publish Pty Ltd
9569,Meadow Lane Publications
9570,Meadow Oaks Press
9571,Meadowbrook
9572,Meadowbrook Books
9573,Meadowbrook Inc
9574,Meadowbrook Press
9575,Meadowbrook/see Simon Schust
9576,Meadowland Books
9577,Meadwestvaco
9578,Meckley Publishing Company
9579,Medallion Press
9580,Media Books
9581,Media Books Audio Publishing
9582,Media Consortium
9583,Media Judaica
9584,Media Masters
9585,Media Pr
9586,Media Research Center
9587,Mediabay Audio Pub
9588,Mediaworld PR Ltd
9589,Medical Economics Company
9590,Medical Manor Books
9591,Medicine Bear Publishing
9592,Medicine Label Press
9593,Medieval Institute Publications
9594,Medipress
9595,Medium Rare Books
9596,Medmaster
9597,Meeting Point Bookstore
9598,Mega Libros
9599,Mega-books
9600,Megan Tingley
9601,Meiner
9602,Meisha Merlin Pub
9603,Meisha Merlin Publishing
9604,Mel Bay Publications
9605,Mel Bay Pubns
9606,Melbourne University Press
9607,Melchior Publishing
9608,Melhoramentos
9609,Melren Enterprises
9610,Melville House Publishing
9611,Memento Mori Mystery
9612,Memories
9613,Memory Makers Books
9614,Menard Press
9615,Menasha Ridge Press
9616,Mendocino Arts  Gifts
9617,Menil Foundation
9618,"Menorah Publishing Company, Incorporated"
9619,Mentor Books
9620,Menus  Music Productions
9621,Menus and Music Productions
9622,Mercat Press
9623,Mercer Island Preschool Association
9624,Mercer University Press
9625,Merchant Book Company Limited
9626,Mercier Press
9627,Mercier Press / Marino Books
9628,Merck And Compnay
9629,Merck Publishing Group
9630,Mercure de France
9631,Mercury Books
9632,Mercury House
9633,Mercury Press
9634,Mercury Press (Canada)
9635,Mercury Publishing (NC)
9636,Mercury9 Productions
9637,MercuryBooks
9638,Mercy House
9639,Meredith Books
9640,Meredith Books/bh&amp;g
9641,Meredith Corp
9642,Meredith Corporation
9643,Meredith Publications Ltd
9644,Meredith Publishing Group
9645,Meredith custom publishing
9646,Merehurst
9647,Meresborough Books
9648,Meridian books
9649,"Merino  Sanchez, Inc."
9650,"Meriwether Publishing, Ltd."
9651,Merkur Pub Co
9652,Merle Distributors
9653,Merlin Books Ltd
9654,Merlin Press
9655,Merlin Publishing
9656,Merlin R. Carothers
9657,Merlin Unwin Books
9658,Merlin Verlag
9659,Merloyd Lawrence Books
9660,Merlyn's Pen
9661,Mermaid Books
9662,Merrell Holberton
9663,Merriam Webster
9664,Merriam Webster Mass Market
9665,Merriam-Webster
9666,"Merriam-Webster, Inc."
9667,Merriam-webster+ Inc
9668,Merrigold Press
9669,Merrill
9670,Merrill Pub. Co
9671,Merseburger
9672,Merwood Books
9673,Mesa Point Publishing
9674,Mesorah Publications Ltd.
9675,"Mesorah Publications, Limited"
9676,Messageries du Livre
9677,Messianic Jewish Resources International
9678,Messidor ScandÃ?Â©ditions
9679,Mestas
9680,Metacom
9681,Metagnosis Pubn
9682,Metamorphous Press
9683,Metapub.
9684,Metatron Books
9685,Meteor
9686,Meteor Pub
9687,Meteor Pub Corp
9688,Meteor Pub. Co
9689,Meteor Pub. Corp
9690,Meteor Publishing Corp
9691,Meteor Publishing Corporation
9692,Meteora
9693,Methuen
9694,Methuen Australia
9695,Methuen Children
9696,Methuen Children's Books
9697,Methuen Co Ltd
9698,Methuen Drama
9699,Methuen Haynes
9700,Methuen Publishing
9701,Methuen Publishing Ltd
9702,"Methuen Publishing, Ltd"
9703,Metodos
9704,Metro Books
9705,Metro Books (UK)
9706,Metro Publishing Ltd
9707,MetroBooks
9708,MetroBooks (NY)
9709,Metropolis Ink
9710,Metropolis International
9711,Metropolitan Books
9712,Metropolitan Museum of Art
9713,Metropolitan Museum of Art New York
9714,Metropolitan Museum of Art and A Studio Book/The
9715,Metzler
9716,Meulenhoff
9717,Meulenhoff Nederland
9718,Meulenhoff [Nederland
9719,Meulenhoff [Nederland]
9720,Meulenhoff/Landshoff
9721,Meyer  Assoc.
9722,"Meyerbooks, Publisher"
9723,Mgs Pub
9724,Mho  Mho Works
9725,Mibs Publishing
9726,Mibs Pubns
9727,Michael Bifulco
9728,Michael C. Carlos Museum
9729,Michael Di Capua
9730,Michael Di Capua Books
9731,Michael Glazier Books
9732,Michael Joseph
9733,Michael Joseph Ltd
9734,Michael Joseph Solicitor
9735,Michael Kesend Pub Ltd
9736,Michael Neugebauer Book
9737,Michael Neugebauer Verlag
9738,Michael O'Mara Books
9739,Michael O'Mara Books Ltd.
9740,Michael Omara
9741,Michael Omara Books Ltd
9742,Michael Publishing Company
9743,Michael Wiese Productions
9744,Michalon
9745,Micheal Joseph
9746,Michel Lafon
9747,Michelin
9748,Michelin Travel Publications
9749,Michelin Travel Pubns
9750,Michelle Anderson Publishing
9751,Michie Company
9752,Michigan State Univ Pr
9753,Michigan State University Press
9754,Micro application
9755,MicroCase Corporation
9756,"MicroSkill Publishing, Inc."
9757,Microsoft Pr
9758,Microsoft Press
9759,Microwave Pubns Intl
9760,Mid-List Press
9761,Middelhauve
9762,Middle Atlantic Pr
9763,Middle Atlantic Press
9764,Middlefinger Press
9765,Middleton Books
9766,Middleton Press
9767,Middleway Press
9768,Midena
9769,Midland Publishing Ltd
9770,"Midland Publishing, Ltd."
9771,Midmarch Arts Press
9772,"Midnight Books of Bethesda, MD"
9773,Midnight Call Inc.
9774,Midnight Marquee PR
9775,Midpoint Trade Books Inc
9776,Midwest Villages  Voices
9777,Midwestern Guides
9778,Miguel Angel Porrua
9779,Mijade
9780,Mike Brumfield
9781,Mike Murach  Associates
9782,Milady
9783,Milan
9784,Mile High Press
9785,Milena
9786,Miles Kelly Publishing
9787,Miles Kelly Publishing Ltd
9788,Miles River Pr
9789,Milestone Books
9790,Milet Ltd
9791,Milet Publishing Limited
9792,Military Living Pubns
9793,Milkweed Editions
9794,Mill Publishing
9795,Millbrook Pr
9796,Millbrook Pr (T)
9797,Millbrook Press
9798,Mille et Une Nuits
9799,Mille et une nuits
9800,Millenium
9801,Millenium Books
9802,Millennium
9803,Millennium Legacies
9804,Millennium Press
9805,Milligan Books
9806,Millington
9807,"Millionaires in Motion, Incorporated"
9808,Millivres Books
9809,Millivres Prowler Group
9810,Mills  Boon
9811,Mills  Boon Limited
9812,"Mills  Sanderson, Publishers"
9813,Mills and Boon
9814,Mills and Boon Limited
9815,Millstone Publishing
9816,Milo Books
9817,Mimosa Publications
9818,"Mind Diet Group, Inc."
9819,Mind Publishing
9820,Mind Technologies
9821,"MindCastle Books, Inc."
9822,Mindbody Communications
9823,Minerva
9824,Minerva Books
9825,Minerva Press
9826,Minerva Press Ltd.
9827,Mini Mocho Press
9828,Ministry of Whimsy Press
9829,Minnesota Corporate Report
9830,Minnesota Historical Society Pr
9831,Minnesota Historical Society Press
9832,Minnesota Outdoors Press
9833,Minnow Press
9834,Mino Pubns
9835,Minotauro
9836,Minstrel
9837,Minstrel Books
9838,Mint Pub
9839,Mint Publishers
9840,Minto International
9841,Minuit
9842,Minuit French
9843,Mip Co
9844,Mira
9845,Mira Books
9846,Mira Editores
9847,Mira Fiction
9848,Miracle Press
9849,Mirage Press
9850,Miraguano
9851,Miraguano Ediciones
9852,Miramar
9853,Miramax
9854,Miramax Books
9855,Miramax Kids
9856,Miroer Press
9857,Mirror Books
9858,Missouri Archaeological Society
9859,Missouri Historical Society Pr
9860,Missouri Historical Society Press
9861,Mistco
9862,Misty Hill Pr
9863,Mit Pr
9864,Mitchell Beazley
9865,Mitchell's
9866,Mitchells
9867,Mitra Publications
9868,Mitteldeutscher Verlag
9869,Mittler  Sohn
9870,MixBooks
9871,Mixx Entertainment Inc
9872,MnÃ?Â©mos
9873,Mo'Media
9874,Mockingbird Books
9875,Mockingbird Square
9876,Modern Curriculum Pr
9877,Modern Curriculum Press
9878,Modern Language Assn of Amer
9879,Modern Language Association
9880,Modern Language Association of America
9881,Modern Library
9882,Modern Living Media
9883,Modern Pub
9884,Modern Pub. Group
9885,Modern Publishing
9886,"Modern Publishing, Division of Unisystem"
9887,Modern Publishing/ Universal City Studio
9888,Modern Signs Press
9889,Moderne Industrie
9890,Moderne Verlagsges. Mvg
9891,"Moderne Verlagsges., M."
9892,"Modernes Lernen, Dortmund"
9893,Modus Vivendi
9894,Modus Vivendi Pub Inc
9895,Modus Vivendi Publishing Inc.
9896,Moewig
9897,Mojo Press
9898,Moksha Press
9899,Mole Publishing Company
9900,Molino
9901,Moment Point Pr Inc
9902,Moment Point Press
9903,Momentum Books Limited
9904,Momentum Books Ltd
9905,Monacelli
9906,Monarch
9907,Monarch Books
9908,Monarch Books of Canada
9909,Monarch Notes
9910,Monarch Press
9911,Monash Asia Institute
9912,Monbijou Press
9913,Monch (Bernard  Graefe Verlag GmbH  Co. KG
9914,Mondadori
9915,Mondadori (IT)
9916,Mondadori EspaÃ±a
9917,Mondadori Italian
9918,Monday Morning Books
9919,Mondo Publishing
9920,Mongoose Publishing
9921,MonkeyBrain
9922,Monkfish Book Publishing
9923,Monolith Graphics
9924,Monolith Press
9925,Monolithic Dome Inst
9926,Montana Historical Society
9927,Montana Historical Society Press
9928,Montbec
9929,Monte Sano Publishing
9930,Monterey Pacific Publishing Co.
9931,Monterey Press
9932,Montfort Publications
9933,Montgomery Ewing Pub
9934,Monthly Review Press
9935,Monti
9936,Montignac Pub. UK
9937,Montignac USA Inc
9938,Moody
9939,Moody Pr
9940,Moody Pr (J)
9941,Moody Press
9942,Moody Publishers
9943,Moomin Books
9944,Moon Bear Pr
9945,Moon Bear Press
9946,Moon Dance Pub
9947,Moon Mountain Publishing
9948,Moon Pony Press
9949,Moon Publications
9950,Moon Travel Handbooks
9951,Moon Tree Rising Productions
9952,Moon Water Productions
9953,Moondog Press
9954,Moonriver Publishing
9955,Moonstone Press
9956,Moonstone Pub
9957,Moonstruck Pr
9958,Moorings
9959,Moose McMillen
9960,Mopoke Publishing
9961,Moravian Church in Amer
9962,More
9963,Morehouse Group
9964,Morehouse Pub Co
9965,Morgan  Morgan
9966,"Morgan  Morgan, Inc."
9967,Morgan Creek Publishers
9968,Morgan Kaufmann
9969,Morgan Kaufmann Pub
9970,Morgan Kaufmann Publishers
9971,Morgan Reynolds Publishing
9972,"Morgenbuch, B."
9973,Morning Glory Press (CA)
9974,Morning Light Publications
9975,Morning Star Press
9976,Morning Sun
9977,Morningstar Books
9978,Morningstar Publications
9979,Morningstar Publications (NC)
9980,Morpheus International
9981,Morrigan Publications
9982,Morris Communications Company
9983,Morris Publishing
9984,Morris Publishing (NE)
9985,Morrow
9986,Morrow Cookbooks
9987,Morrow Junior Books
9988,"Morrow, William Company In"
9989,Morrow/Avon
9990,Morton Pub Co
9991,Morton Publishing Company
9992,Morula Publishers
9993,Mosaic Press
9994,Mosaic Press (NY)
9995,Mosaik
9996,Mosaik Verlag GmbH
9997,"Mosaik Verlag, Mchn."
9998,Mosaik-Verlag
9999,Mosby
10000,Mosby College
10001,Mosby Publication
10002,Mosby-Year Book
10003,Mother Courage Pr
10004,Mother Courage Press
10005,Mother Road Publications
10006,Mother Road Pubns
10007,Mothman Lives Publishing
10008,Motilal Banarsidass
10009,Motilal Banarsidass Pub
10010,Motivational Resources
10011,Motley Fool
10012,Motor Boating Sailing Bks
10013,Motor Information Systems (Chilton)
10014,Motorbooks International
10015,Motorbooks International Publishers  Wholesa
10016,Motorbooks Intl
10017,Mots et Cie
10018,Mott Media
10019,Mott Media (MI)
10020,Moulin Publishing
10021,Mount Pleasant Productions
10022,Mount Publishing Ltd
10023,Mount Rushmore History Association
10024,"Mount Vernon Ladies Association of the Union,"
10025,Mountain  Sea Publishing
10026,Mountain Garden Pub.
10027,Mountain House Pr
10028,Mountain Laurel Pub Corp
10029,Mountain Maid Self Help Project
10030,Mountain Media
10031,Mountain Memories Books
10032,Mountain Movers Press
10033,Mountain N Air Books
10034,Mountain Pr
10035,Mountain Press Publishing Company
10036,Mountain Wind Publishing
10037,Mountaineers
10038,Mountaineers Books
10039,Mountcastle Company
10040,Mouse Works
10041,Mouth Almighty Books
10042,Movie Publisher Services
10043,Mowbrays
10044,Moyer Bell Ltd.
10045,Moytura Press
10046,Mq Publications
10047,Msu Extension Michigan State University
10048,Mtwo Publishers
10049,Muchnik Editores
10050,"Muchnik Editores, S.A."
10051,Muddy Gap Press
10052,Muffy Press
10053,Mulberry Books
10054,Mulberry Hill PR
10055,Mulino
10056,Muller
10057,MultiCultural Educational Publishing Company
10058,Multilingual Matters Limited
10059,Multnomah
10060,Multnomah Gifts
10061,Multnomah Kidz
10062,Multnomah Portland Oregon
10063,Multnomah Press
10064,Multnomah Pub
10065,Multnomah Publishers
10066,Multnomah Publishers Inc.
10067,Multnomah Publishers@inc
10068,Multnomah@ Press
10069,Mundania Press LLC
10070,Munsey Music
10071,Munto Bks
10072,Muppet Press
10073,Muppet Press/Golden Book
10074,Murder Inc.
10075,Murdoch Books
10076,Murdoch Books UK
10077,Murray
10078,Murray Print
10079,Museum
10080,Museum P
10081,"Museum of Contemporary Art, Chicago"
10082,Museum of Fine Arts
10083,Museum of Jurassic Technology
10084,Museum of Modern Art
10085,"Museum of Modern Art, New York"
10086,Museum of Modern Arts
10087,Museum of New Mexico Press
10088,Museum of Science and History
10089,Music Book Services
10090,Music Book Services Corporation
10091,Music Sales Corp
10092,Music Sales Corporation
10093,Music Sales Ltd
10094,Music Sales+ Corporation
10095,MusicVision International
10096,Musical I Press
10097,Musk and Lipman Publishing
10098,Muska  Lipman Publishing
10099,Muska  Lipman/Premier-Trade
10100,Muslim Academic Trust
10101,Musson Book Co
10102,Musson Book Co.
10103,Mustang Publishing Company (TN)
10104,Mutual Pub
10105,Mutual Publishing
10106,Mv Creations
10107,Mvb BuchhÃ?Â¤ndler-Vereinigung
10108,Mw Enterprises
10109,Mwynhad
10110,Myers House
10111,Myrmidude Press
10112,Myst  Lace Pub
10113,Mysterious Press
10114,Mysterious Press Paperback Books
10115,Mystery Masters
10116,Mystery Vault Inc
10117,Mystery Writers of America Presents
10118,Mystery and Suspense Press
10119,Mystic River Ink
10120,Mystic Rose Books
10121,Mystic Seaport Museum
10122,Mystique
10123,Mystique Books
10124,Mythical Books
10125,Mythopoeic Pr
10126,MÃ?Â©dicis Entrelacs
10127,MÃ?Â©moire du Livre
10128,MÃ?Â©tailiÃ?Â©
10129,"MÃ?Â¼ller (Otto), Salzburg"
10130,MÃ¤nnerschwarmSkript
10131,MÃ¤rz Verlag
10132,MÃ¥nPocket
10133,"N  N Publishing Company, Incorporated"
10134,N A L
10135,N A P S A C Reproductions
10136,N. Doubleday
10137,N. Freeman
10138,N. Murray Co
10139,"N.L. Euwer  Co., Publishers"
10140,NAL
10141,NAL Accent
10142,NAL/Dutton
10143,NASW Press
10144,NATO Office of Information Belgium
10145,"NBM Publishing, Inc."
10146,NC Press
10147,NCUP
10148,NDE Publishing
10149,"NHouse Publishing, L.L.C."
10150,NK Lawn and Garden
10151,NP Financial Systems
10152,NS Group
10153,NTC
10154,NTC Business Books
10155,NTC/Contemporary Publishing
10156,NTC/Contemporary Publishing Co.
10157,NTC/Contemporary Publishing Company
10158,NWZ-Verlag
10159,Nagel  Kimche
10160,Nags Head Art
10161,Naiad Pr
10162,Naiad Press
10163,Nal Hardcover
10164,Nal Trade
10165,Namaste Publications
10166,Namkoong Publishing
10167,Nan A. Talese
10168,Nancy Clark
10169,Nancy Verrier
10170,Nantier Beall Minoustchine Publishing
10171,Napoleon Publishing
10172,Narcissus Publications in association with Central Europe Review and Central and East European New Media Initiative
10173,Narcissus Pubns
10174,Narwhal Press
10175,Nash Pub
10176,Nash-Price Pub
10177,Nashr-i Alburz
10178,Nataraj Publishing
10179,Nathan
10180,Nathan Jeunesse
10181,Nation Books
10182,National Academies Press
10183,National Academy Press
10184,National Association for the Education of You
10185,National Association of the Deaf
10186,National Book Network
10187,National Book Network Nbn
10188,National Book Store
10189,"National Braille Press, Inc."
10190,National Council for the Social Studies
10191,National Council of Teachers of English
10192,National Council of Teachers of Mathematics
10193,National Defense University Press
10194,National Education Association
10195,National Educational Service
10196,National Fastpitch Coaches Association
10197,National Federation of Blind
10198,National Gallery of Australia
10199,National Gallery of Victoria
10200,National Geographic
10201,National Geographic Adventure Classics
10202,National Geographic Society
10203,National Home Gardening Club
10204,National Learning Corp
10205,National Liberty Press
10206,National Museums and Galleries of Wales
10207,National Notary Association
10208,National Nutrition Services
10209,National Park Service Division of Publication
10210,National Portrait Gallery
10211,National Press
10212,National Press Books
10213,National Press Publications
10214,National Review
10215,National Seafood Educators
10216,National Security Center
